tourist_id,index,event,data,timestamp
443,3,CHECKOUT,"{""location"": ""En route to Wild Mahseer, Balipara (stay 1)"", ""trip_completed"": true}",2026-08-11 14:30:00
444,0,ID_ISSUED,"{""digital_id"": ""STS-5C61FE6656A1"", ""document"": ""XXXX-XXXX-4246"", ""name"": ""Dhruv Baishya"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-02T12:45:00""}",2026-07-13 04:45:00
444,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-13 05:10:00
444,2,CHECKIN,"{""lat"": 26.1857, ""lng"": 91.7477, ""location"": ""Nehru Park""}",2026-07-31 09:45:00
444,3,CHECKOUT,"{""location"": ""Fancy Bazaar"", ""trip_completed"": true}",2026-08-02 12:45:00
445,0,ID_ISSUED,"{""digital_id"": ""STS-88000499034E"", ""document"": ""C90031660"", ""name"": ""Hannah Schneider"", ""nationality"": ""German"", ""trip_end"": ""2026-08-18T19:00:00""}",2026-08-13 06:00:00
445,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-13 06:28:00
445,2,CHECKIN,"{""lat"": 26.1132, ""lng"": 91.797, ""location"": ""Basistha Temple""}",2026-08-13 10:00:00
445,3,CHECKOUT,"{""location"": ""En route to Kiranshree Portico (stay 1)"", ""trip_completed"": true}",2026-08-18 19:00:00
446,0,ID_ISSUED,"{""digital_id"": ""STS-84441FFD17B6"", ""document"": ""XXXX-XXXX-6118"", ""name"": ""Gitanjali Sharma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-07-31T23:45:00""}",2026-07-27 10:45:00
446,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-27 11:09:00
446,2,CHECKIN,"{""lat"": 26.135, ""lng"": 91.805, ""location"": ""Six Mile""}",2026-07-28 11:45:00
446,3,CHECKOUT,"{""location"": ""En route to Six Mile"", ""trip_completed"": true}",2026-07-31 23:45:00
447,0,ID_ISSUED,"{""digital_id"": ""STS-FE9D5466259D"", ""document"": ""XXXX-XXXX-6200"", ""name"": ""Manish Singh"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-16T09:30:00""}",2026-08-03 17:30:00
447,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-03 18:03:00
447,2,CHECKIN,"{""lat"": 25.9333, ""lng"": 91.4333, ""location"": ""Chandubi Lake""}",2026-08-12 05:30:00
447,3,CHECKOUT,"{""location"": ""En route to Dolma Homestay, Tawang (stay 2)"", ""trip_completed"": true}",2026-08-16 09:30:00
448,0,ID_ISSUED,"{""digital_id"": ""STS-C4BF7ADE46BA"", ""document"": ""Z9024567"", ""name"": ""Sneha Barua"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-03T17:15:00""}",2026-07-26 10:15:00
448,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-26 10:58:00
448,2,CHECKIN,"{""lat"": 26.142, ""lng"": 91.79, ""location"": ""Dispur Secretariat""}",2026-08-01 06:15:00
448,3,CHECKOUT,"{""location"": ""En route to Dolma Homestay, Tawang (stay 1)"", ""trip_completed"": true}",2026-08-03 17:15:00
449,0,ID_ISSUED,"{""digital_id"": ""STS-E53DA70FEEB8"", ""document"": ""XXXX-XXXX-2235"", ""name"": ""Rahul Nair"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-13T16:30:00""}",2026-08-02 16:30:00
449,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-02 17:15:00
449,2,CHECKIN,"{""lat"": 26.25, ""lng"": 91.5167, ""location"": ""Hajo Pilgrimage Town""}",2026-08-09 08:30:00
449,3,CHECKOUT,"{""location"": ""En route to Kamakhya Temple"", ""trip_completed"": true}",2026-08-13 16:30:00
450,0,ID_ISSUED,"{""digital_id"": ""STS-F24158296290"", ""document"": ""XXXX-XXXX-7475"", ""name"": ""Rituparna Verma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-01T17:00:00""}",2026-07-22 05:00:00
450,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-22 05:25:00
450,2,CHECKIN,"{""lat"": 26.1061, ""lng"": 91.5859, ""location"": ""LGB International Airport""}",2026-07-29 08:00:00
450,3,CHECKOUT,"{""location"": ""En route to Hotel Dynasty, Lakhtokia (stay 2)"", ""trip_completed"": true}",2026-08-01 17:00:00
451,0,ID_ISSUED,"{""digital_id"": ""STS-4DBEE800294F"", ""document"": ""941620516"", ""name"": ""George Hall"", ""nationality"": ""British"", ""trip_end"": ""2026-08-14T07:15:00""}",2026-07-31 03:15:00
451,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-31 03:24:00
451,2,CHECKIN,"{""lat"": 26.1856, ""lng"": 91.7625, ""location"": ""Guwahati Planetarium""}",2026-08-09 05:15:00
451,3,CHECKOUT,"{""location"": ""En route to Guwahati Planetarium"", ""trip_completed"": true}",2026-08-14 07:15:00
452,0,ID_ISSUED,"{""digital_id"": ""STS-BD8D5B0FA59C"", ""document"": ""XXXX-XXXX-1360"", ""name"": ""Hemanta Gogoi"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-07T21:45:00""}",2026-07-20 03:45:00
452,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-20 04:14:00
452,2,CHECKIN,"{""lat"": 26.6338, ""lng"": 92.8, ""location"": ""Tezpur""}",2026-07-28 08:45:00
452,3,CHECKOUT,"{""location"": ""Ziro Valley"", ""trip_completed"": true}",2026-08-07 21:45:00
453,0,ID_ISSUED,"{""digital_id"": ""STS-5AA4EC17BB41"", ""document"": ""XXXX-XXXX-8226"", ""name"": ""Hemanta Dutta"", ""nationality"": ""Indian"", ""trip_end"": ""2026-07-31T22:15:00""}",2026-07-08 19:15:00
453,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-08 19:34:00
453,2,CHECKIN,"{""lat"": 26.178, ""lng"": 91.786, ""location"": ""Assam State Zoo & Botanical Garden""}",2026-07-27 10:15:00
453,3,CHECKOUT,"{""location"": ""En route to Deepor Beel Wildlife Sanctuary"", ""trip_completed"": true}",2026-07-31 22:15:00
454,0,ID_ISSUED,"{""digital_id"": ""STS-36ABB249AE13"", ""document"": ""Z9682371"", ""name"": ""Pooja Reddy"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-15T22:30:00""}",2026-07-30 06:30:00
454,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-30 07:03:00
454,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-07 08:30:00
454,3,CHECKOUT,"{""location"": ""Ziro Valley"", ""trip_completed"": true}",2026-08-15 22:30:00
455,0,ID_ISSUED,"{""digital_id"": ""STS-C635C3308CA2"", ""document"": ""XXXX-XXXX-2227"", ""name"": ""Utpal Reddy"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-03T10:30:00""}",2026-08-25 02:30:00
455,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-25 02:39:00
455,2,CHECKIN,"{""lat"": 25.247, ""lng"": 91.715, ""location"": ""Living Root Bridge, Nongriat""}",2026-08-26 07:30:00
455,3,CHECKOUT,"{""location"": ""En route to Nohkalikai Falls"", ""trip_completed"": true}",2026-09-03 10:30:00
456,0,ID_ISSUED,"{""digital_id"": ""STS-38D9BB2C4F55"", ""document"": ""XXXX-XXXX-5181"", ""name"": ""Kavya Deka"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-24T23:30:00""}",2026-08-02 17:30:00
456,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-02 17:49:00
456,2,CHECKIN,"{""lat"": 26.144, ""lng"": 91.8058, ""location"": ""Srimanta Sankaradeva Kalakshetra""}",2026-08-22 10:30:00
456,3,CHECKOUT,"{""location"": ""En route to Srimanta Sankaradeva Kalakshetra"", ""trip_completed"": true}",2026-08-24 23:30:00
457,0,ID_ISSUED,"{""digital_id"": ""STS-A674DAB880D0"", ""document"": ""XXXX-XXXX-1059"", ""name"": ""Junmoni Verma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-02T14:45:00""}",2026-07-13 19:45:00
457,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-13 20:09:00
457,2,CHECKIN,"{""lat"": 26.7509, ""lng"": 94.2037, ""location"": ""Jorhat""}",2026-07-26 06:45:00
457,3,CHECKOUT,"{""location"": ""Tezpur"", ""trip_completed"": true}",2026-08-02 14:45:00
458,0,ID_ISSUED,"{""digital_id"": ""STS-96DA86EFC081"", ""document"": ""XXXX-XXXX-2475"", ""name"": ""Rupam Medhi"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-04T16:00:00""}",2026-08-27 00:00:00
458,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-27 00:23:00
458,2,CHECKIN,"{""lat"": 26.2333, ""lng"": 92.0833, ""location"": ""Pobitora Wildlife Sanctuary""}",2026-09-01 09:00:00
458,3,CHECKOUT,"{""location"": ""Chandubi Lake"", ""trip_completed"": true}",2026-09-04 16:00:00
459,0,ID_ISSUED,"{""digital_id"": ""STS-32822D8A714C"", ""document"": ""796772513"", ""name"": ""Ethan Miller"", ""nationality"": ""American"", ""trip_end"": ""2026-09-17T18:00:00""}",2026-08-25 07:00:00
459,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-25 07:36:00
459,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-09-09 05:00:00
460,0,ID_ISSUED,"{""digital_id"": ""STS-DD0AE74733ED"", ""document"": ""174339049"", ""name"": ""Ashley Garcia"", ""nationality"": ""American"", ""trip_end"": ""2026-09-12T11:15:00""}",2026-08-07 19:15:00
460,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-07 19:32:00
460,2,CHECKIN,"{""lat"": 25.6751, ""lng"": 94.1086, ""location"": ""Kohima""}",2026-08-29 07:15:00
461,0,ID_ISSUED,"{""digital_id"": ""STS-B63DC782B1A3"", ""document"": ""XSY5350465"", ""name"": ""Dhruv Nair"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-11T18:30:00""}",2026-08-21 14:30:00
461,1,KYC_VERIFIED,"{""document_type"": ""voterid"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-21 14:59:00
461,2,CHECKIN,"{""lat"": 25.6751, ""lng"": 94.1086, ""location"": ""Kohima""}",2026-08-29 05:30:00
462,0,ID_ISSUED,"{""digital_id"": ""STS-8C5126BF6CE5"", ""document"": ""XXXX-XXXX-9157"", ""name"": ""Utpal Bora"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-14T11:30:00""}",2026-08-01 04:30:00
462,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-01 05:09:00
462,2,CHECKIN,"{""lat"": 26.142, ""lng"": 91.79, ""location"": ""Dispur Secretariat""}",2026-08-13 08:30:00
462,3,CHECKOUT,"{""location"": ""En route to Ginger Guwahati (stay 1)"", ""trip_completed"": true}",2026-08-14 11:30:00
463,0,ID_ISSUED,"{""digital_id"": ""STS-99487E404A70"", ""document"": ""XXXX-XXXX-4050"", ""name"": ""Bornali Mishra"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-24T18:45:00""}",2026-07-30 19:45:00
463,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-30 20:01:00
463,2,CHECKIN,"{""lat"": 26.19, ""lng"": 91.759, ""location"": ""Uzan Bazar Ghat""}",2026-08-20 05:45:00
463,3,SOS_TRIGGERED,"{""lat"": 26.188537, ""lng"": 91.747852, ""message"": ""Feeling severely unwell, chest pain, need medical assistance.""}",2026-08-23 00:46:24
463,4,CHECKOUT,"{""location"": ""Fancy Bazaar"", ""trip_completed"": true}",2026-08-24 18:45:00
464,0,ID_ISSUED,"{""digital_id"": ""STS-BB6FE1A4E2DC"", ""document"": ""XXXX-XXXX-2749"", ""name"": ""Riya Hazarika"", ""nationality"": ""Indian"", ""trip_end"": ""2026-07-28T20:15:00""}",2026-07-14 01:15:00
464,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-14 01:54:00
464,2,CHECKIN,"{""lat"": 26.12, ""lng"": 91.65, ""location"": ""Deepor Beel Wildlife Sanctuary""}",2026-07-23 07:15:00
464,3,CHECKOUT,"{""location"": ""En route to Deepor Beel Wildlife Sanctuary"", ""trip_completed"": true}",2026-07-28 20:15:00
465,0,ID_ISSUED,"{""digital_id"": ""STS-7FBA6B9E27DE"", ""document"": ""XXXX-XXXX-5946"", ""name"": ""Hemanta Iyer"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-19T14:30:00""}",2026-07-29 15:30:00
465,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-29 16:01:00
465,2,CHECKIN,"{""lat"": 26.1856, ""lng"": 91.7625, ""location"": ""Guwahati Planetarium""}",2026-08-14 07:30:00
465,3,CHECKOUT,"{""location"": ""Fancy Bazaar"", ""trip_completed"": true}",2026-08-19 14:30:00
466,0,ID_ISSUED,"{""digital_id"": ""STS-B3250A00E1B1"", ""document"": ""XXXX-XXXX-2432"", ""name"": ""Ishita Singh"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-10T20:30:00""}",2026-08-25 02:30:00
466,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-25 02:39:00
466,2,CHECKIN,"{""lat"": 26.142, ""lng"": 91.79, ""location"": ""Dispur Secretariat""}",2026-09-07 09:30:00
467,0,ID_ISSUED,"{""digital_id"": ""STS-6433BC1F34A2"", ""document"": ""XXXX-XXXX-6111"", ""name"": ""Aarav Medhi"", ""nationality"": ""Indian"", ""trip_end"": ""2026-07-25T17:00:00""}",2026-07-11 17:00:00
467,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-11 17:43:00
467,2,CHECKIN,"{""lat"": 26.1749, ""lng"": 91.7789, ""location"": ""Navagraha Temple""}",2026-07-22 05:00:00
467,3,CHECKOUT,"{""location"": ""En route to Radisson Blu Guwahati (stay 1)"", ""trip_completed"": true}",2026-07-25 17:00:00
468,0,ID_ISSUED,"{""digital_id"": ""STS-1FBCD20B16E5"", ""document"": ""XXXX-XXXX-5123"", ""name"": ""Chandana Hazarika"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-27T14:45:00""}",2026-08-01 18:45:00
468,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-01 18:51:00
468,2,CHECKIN,"{""lat"": 26.1664, ""lng"": 91.7055, ""location"": ""Kamakhya Temple""}",2026-08-22 07:45:00
468,3,CHECKOUT,"{""location"": ""En route to Kamakhya Temple"", ""trip_completed"": true}",2026-08-27 14:45:00
469,0,ID_ISSUED,"{""digital_id"": ""STS-A5C71DB99083"", ""document"": ""N5789328"", ""name"": ""Ishara Fernando"", ""nationality"": ""Sri Lankan"", ""trip_end"": ""2026-07-26T20:30:00""}",2026-06-30 14:30:00
469,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-06-30 14:46:00
469,2,CHECKIN,"{""lat"": 26.1664, ""lng"": 91.7055, ""location"": ""Kamakhya Temple""}",2026-07-22 06:30:00
469,3,CHECKOUT,"{""location"": ""En route to Kamakhya Temple"", ""trip_completed"": true}",2026-07-26 20:30:00
470,0,ID_ISSUED,"{""digital_id"": ""STS-3DC2616DEBBE"", ""document"": ""XXXX-XXXX-9786"", ""name"": ""Sneha Sharma"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-03T21:30:00""}",2026-08-22 10:30:00
470,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-22 10:38:00
470,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-29 10:30:00
470,3,CHECKOUT,"{""location"": ""En route to Hotel Rajmahal (stay 3)"", ""trip_completed"": true}",2026-09-03 21:30:00
471,0,ID_ISSUED,"{""digital_id"": ""STS-729299D31C44"", ""document"": ""K4565199"", ""name"": ""Marcus Ong"", ""nationality"": ""Singaporean"", ""trip_end"": ""2026-08-03T17:45:00""}",2026-07-20 04:45:00
471,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-20 05:15:00
471,2,CHECKIN,"{""lat"": 26.92, ""lng"": 92.88, ""location"": ""Nameri National Park""}",2026-07-22 10:45:00
471,3,CHECKOUT,"{""location"": ""LGB International Airport"", ""trip_completed"": true}",2026-08-03 17:45:00
472,0,ID_ISSUED,"{""digital_id"": ""STS-9FA36F6AF3CC"", ""document"": ""FMP4807490"", ""name"": ""Aarav Das"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-27T13:45:00""}",2026-08-05 23:45:00
472,1,KYC_VERIFIED,"{""document_type"": ""voterid"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-06 00:25:00
472,2,CHECKIN,"{""lat"": 26.1856, ""lng"": 91.7455, ""location"": ""Pan Bazaar""}",2026-08-23 09:45:00
472,3,CHECKOUT,"{""location"": ""En route to Ygdrasill Bamboo Resort, Cherrapunji (stay 1)"", ""trip_completed"": true}",2026-08-27 13:45:00
473,0,ID_ISSUED,"{""digital_id"": ""STS-262C8B5761DE"", ""document"": ""XXXX-XXXX-1656"", ""name"": ""Kabir Ghosh"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-17T15:30:00""}",2026-08-08 07:30:00
473,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-08 07:39:00
473,2,CHECKIN,"{""lat"": 26.1857, ""lng"": 91.7481, ""location"": ""Assam State Museum""}",2026-08-12 07:30:00
473,3,CHECKOUT,"{""location"": ""En route to Gandhi Mandap, Sarania Hill"", ""trip_completed"": true}",2026-08-17 15:30:00
474,0,ID_ISSUED,"{""digital_id"": ""STS-213F96F7CFB7"", ""document"": ""QBJ8211967"", ""name"": ""Priya Rajkhowa"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-29T12:30:00""}",2026-08-05 08:30:00
474,1,KYC_VERIFIED,"{""document_type"": ""voterid"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-05 08:34:00
474,2,CHECKIN,"{""lat"": 26.1836, ""lng"": 91.7434, ""location"": ""Fancy Bazaar""}",2026-08-24 06:30:00
474,3,CHECKOUT,"{""location"": ""En route to Gandhi Mandap, Sarania Hill"", ""trip_completed"": true}",2026-08-29 12:30:00
475,0,ID_ISSUED,"{""digital_id"": ""STS-A8054BA983EE"", ""document"": ""504836046"", ""name"": ""Hugo Girard"", ""nationality"": ""French"", ""trip_end"": ""2026-09-08T10:45:00""}",2026-09-03 07:45:00
475,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-09-03 08:08:00
475,2,CHECKIN,"{""lat"": 26.09, ""lng"": 91.59, ""location"": ""Accoland Water Park""}",2026-09-04 07:45:00
476,0,ID_ISSUED,"{""digital_id"": ""STS-EE15B131B3D5"", ""document"": ""XD985128"", ""name"": ""Carmen Gomez"", ""nationality"": ""Spanish"", ""trip_end"": ""2026-09-06T11:45:00""}",2026-08-23 19:45:00
476,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-23 20:10:00
476,2,CHECKIN,"{""lat"": 25.276, ""lng"": 91.6857, ""location"": ""Nohkalikai Falls""}",2026-08-30 06:45:00
477,0,ID_ISSUED,"{""digital_id"": ""STS-D33C6290D420"", ""document"": ""XXXX-XXXX-7252"", ""name"": ""Manish Iyer"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-07T20:15:00""}",2026-08-01 13:15:00
477,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-01 13:29:00
477,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-04 11:15:00
477,3,CHECKOUT,"{""location"": ""En route to Guwahati Railway Station"", ""trip_completed"": true}",2026-08-07 20:15:00
478,0,ID_ISSUED,"{""digital_id"": ""STS-C848CAE27AE7"", ""document"": ""Z8394952"", ""name"": ""Chandana Gogoi"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-05T19:00:00""}",2026-07-13 03:00:00
478,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-13 03:23:00
478,2,CHECKIN,"{""lat"": 26.9826, ""lng"": 94.6425, ""location"": ""Sivasagar""}",2026-07-24 10:00:00
478,3,CHECKOUT,"{""location"": ""LGB International Airport"", ""trip_completed"": true}",2026-08-05 19:00:00
479,0,ID_ISSUED,"{""digital_id"": ""STS-412867B6FB9F"", ""document"": ""K9596009"", ""name"": ""Xin Yi Lee"", ""nationality"": ""Singaporean"", ""trip_end"": ""2026-08-01T10:30:00""}",2026-07-11 07:30:00
479,1,KYC_VERIFIED,"{""document_type"": ""passport"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-11 07:36:00
479,2,CHECKIN,"{""lat"": 26.1836, ""lng"": 91.7434, ""location"": ""Fancy Bazaar""}",2026-07-30 06:30:00
479,3,CHECKOUT,"{""location"": ""En route to Hotel Polo Towers, Shillong (stay 1)"", ""trip_completed"": true}",2026-08-01 10:30:00
480,0,ID_ISSUED,"{""digital_id"": ""STS-FA028799726C"", ""document"": ""XXXX-XXXX-2689"", ""name"": ""Nabanita Hazarika"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-12T09:30:00""}",2026-09-04 10:30:00
480,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-09-04 10:50:00
480,2,CHECKIN,"{""lat"": 26.178, ""lng"": 91.786, ""location"": ""Assam State Zoo & Botanical Garden""}",2026-09-07 07:30:00
481,0,ID_ISSUED,"{""digital_id"": ""STS-A14D001F7F12"", ""document"": ""EZB8425280"", ""name"": ""Simanta Banerjee"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-19T09:30:00""}",2026-08-07 12:30:00
481,1,KYC_VERIFIED,"{""document_type"": ""voterid"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-07 12:36:00
481,2,CHECKIN,"{""lat"": 26.1824, ""lng"": 91.7513, ""location"": ""Guwahati Railway Station""}",2026-08-12 07:30:00
481,3,CHECKOUT,"{""location"": ""Ziro Valley"", ""trip_completed"": true}",2026-08-19 09:30:00
482,0,ID_ISSUED,"{""digital_id"": ""STS-C01D198BC1BF"", ""document"": ""XXXX-XXXX-8132"", ""name"": ""Kabir Rajkhowa"", ""nationality"": ""Indian"", ""trip_end"": ""2026-09-12T18:45:00""}",2026-09-06 14:45:00
482,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-09-06 15:14:00
482,2,CHECKIN,"{""lat"": 26.1667, ""lng"": 91.5667, ""location"": ""Sualkuchi Silk Village""}",2026-09-09 11:45:00
483,0,ID_ISSUED,"{""digital_id"": ""STS-1763630EFBF1"", ""document"": ""XXXX-XXXX-8333"", ""name"": ""Kavya Bhattacharya"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-15T16:45:00""}",2026-08-08 11:45:00
483,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-08 12:08:00
483,2,CHECKIN,"{""lat"": 26.1664, ""lng"": 91.7055, ""location"": ""Kamakhya Temple""}",2026-08-09 10:45:00
483,3,CHECKOUT,"{""location"": ""En route to Diphlu River Lodge, Kaziranga (stay 1)"", ""trip_completed"": true}",2026-08-15 16:45:00
484,0,ID_ISSUED,"{""digital_id"": ""STS-D281A47B36ED"", ""document"": ""XXXX-XXXX-8712"", ""name"": ""Rahul Bora"", ""nationality"": ""Indian"", ""trip_end"": ""2026-07-26T21:15:00""}",2026-07-08 06:15:00
484,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-08 06:48:00
484,2,CHECKIN,"{""lat"": 26.178, ""lng"": 91.786, ""location"": ""Assam State Zoo & Botanical Garden""}",2026-07-24 07:15:00
484,3,CHECKOUT,"{""location"": ""En route to Deepor Beel Wildlife Sanctuary"", ""trip_completed"": true}",2026-07-26 21:15:00
485,0,ID_ISSUED,"{""digital_id"": ""STS-6604DF476D51"", ""document"": ""XXXX-XXXX-8753"", ""name"": ""Kabir Das"", ""nationality"": ""Indian"", ""trip_end"": ""2026-08-18T16:45:00""}",2026-08-07 11:45:00
485,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-08-07 12:08:00
485,2,CHECKIN,"{""lat"": 25.247, ""lng"": 91.715, ""location"": ""Living Root Bridge, Nongriat""}",2026-08-09 11:45:00
485,3,CHECKOUT,"{""location"": ""Guwahati Railway Station"", ""trip_completed"": true}",2026-08-18 16:45:00
486,0,ID_ISSUED,"{""digital_id"": ""STS-2444335B24BD"", ""document"": ""XXXX-XXXX-8322"", ""name"": ""Nabanita Kumar"", ""nationality"": ""Indian"", ""trip_end"": ""2026-07-30T15:15:00""}",2026-07-23 13:15:00
486,1,KYC_VERIFIED,"{""document_type"": ""aadhaar"", ""method"": ""document_scan"", ""verified_by"": ""auto_kyc""}",2026-07-23 13:29:00
486,2,CHECKIN,"{""lat"": 26.142, ""lng"": 91.79, ""location"": ""Dispur Secretariat""}",2026-07-29 05:15:00
486,3,CHECKOUT,"{""location"": ""En route to Ygdrasill Bamboo Resort, Cherrapunji (stay 1)"", ""trip_completed"": true}",2026-07-30 15:15:00
